Distrito,Latitud,Longitud,Indice_Seguridad,Proximidad_Vias_Principales_km,Area_Total_m2,Area_Techada_m2,Habitaciones,Banos,Antiguedad_Anios,Estacionamientos,Viabilidad_Pozo_Agua,Potencial_Energia_Solar,Zonificacion,Estado_Independizacion,Modalidad_Compra,Precio_Publicado_USD,Precio_M2_Referencial_Zona
Villa El Salvador,-11.988636496613484,-77.19665987194139,4,1.57,1000,318.09,2,3,8,2,0,1,Alquiler Vacacional,0,Cuotas sin intereses,213255.37,800
Pueblo Libre,-11.976829629226541,-77.05100987933768,8,3.24,263,191.67,5,3,20,0,0,0,Residencial Media Densidad,0,Crédito Hipotecario,320016.2,1600
Lima (Cercado),-12.10807770784173,-77.01092678655978,4,1.44,143,122.74,3,2,6,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,156142.59,1300
San Juan de Lurigancho,-12.122115970819532,-76.96624828730268,3,0.61,220,200.28,5,3,10,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,140043.99,900
San Juan de Lurigancho,-12.000789311650058,-77.06676760318295,3,4.45,72,71.4,2,1,12,2,0,0,Residencial Media Densidad,1,Contado,49422.12,900
Pueblo Libre,-12.017845477609892,-77.07808000934892,8,2.3,65,49.18,1,1,9,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,86894.77,1600
Surquillo,-12.094095390347972,-77.2363803001349,6,3.48,139,131.21,3,2,8,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,212193.19,1500
Jesús María,-11.95730565395348,-77.17120063120615,8,4.04,296,235.24,6,4,15,0,0,1,Residencial Media Densidad,1,Contado,448040.47,1700
Santa Rosa,-12.176379148840784,-76.98057941590388,5,0.46,200,31.18,4,1,7,3,1,1,Residencial Baja Densidad,1,Cuotas sin intereses,25478.76,600
Ate,-12.127062102312587,-77.0276856190047,4,3.08,217,185.53,5,3,17,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,159091.12,1100
Barranco,-11.969359437556614,-77.14758756158061,8,1.45,150,107.77,3,2,12,2,0,0,Residencial Alta Densidad,1,Contado,267936.11,2500
Santa Anita,-11.906675701129418,-77.10281954756893,5,4.82,165,131.46,3,2,38,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,89452.16,1050
Los Olivos,-12.107919947843236,-77.11380074240317,5,3.95,206,196.4,5,3,32,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,149786.57,1100
Ate,-11.960507688612443,-76.88508648948866,4,3.26,237,173.53,4,2,22,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,157400.88,1100
Ate,-12.005789396034958,-76.82827408515739,4,1.96,219,171.38,4,2,4,1,0,0,Residencial Media Densidad,1,Contado,167527.12,1100
Rímac,-12.193268397092373,-77.1328590673097,4,3.62,82,68.2,1,1,35,0,0,1,Residencial Media Densidad,1,Contado,51062.01,1000
Pucusana,-12.111185930450576,-77.03301055338463,5,2.6,59,44.07,1,1,20,1,0,0,Residencial Media Densidad,0,Contado,25681.57,700
Santa Anita,-12.113481089753419,-77.15992282592246,5,2.54,201,188.4,5,3,9,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,177814.57,1050
San Juan de Lurigancho,-12.263828834110804,-77.03544418692587,3,4.16,169,127.8,3,2,11,0,0,0,Residencial Media Densidad,1,Contado,84477.97,900
San Juan de Miraflores,-12.14380535711116,-76.91775640680719,4,0.91,101,76.92,2,1,7,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,74565.16,1000
Ancón,-12.152688164613215,-76.9165190156612,5,4.58,120,28.95,1,1,4,3,1,1,Alquiler Vacacional,0,Crédito Hipotecario,23702.03,600
Lurín,-12.072074638863455,-77.11544570126527,5,3.39,500,0.0,0,0,0,2,1,0,Alquiler Vacacional,0,Cuotas sin intereses,269402.19,500
Ate,-11.849784035592245,-77.04046001520211,4,4.62,162,161.38,4,2,28,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,125611.49,1100
Punta Hermosa,-11.920473983096853,-77.18791338555145,8,0.68,230,174.49,4,2,2,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,324568.91,1800
San Juan de Lurigancho,-12.134488423258384,-76.83348802331449,3,2.18,93,71.22,2,1,21,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,43547.8,900
Chaclacayo,-12.044444297186129,-76.96541495021664,7,2.12,157,113.14,3,2,6,1,0,0,Residencial Media Densidad,1,Contado,101901.31,900
San Juan de Lurigancho,-12.025667091066333,-77.03049569651091,3,2.66,178,169.22,4,2,34,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,88268.9,900
Breña,-12.142969623963305,-77.0684017123622,5,0.11,50,47.14,1,1,32,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,45141.82,1300
Independencia,-12.061453766451795,-77.38010851044595,4,1.15,59,50.15,1,1,17,1,0,1,Residencial Media Densidad,1,Contado,39874.32,950
Los Olivos,-12.089987243041085,-76.96569677207103,5,1.01,149,132.42,3,2,13,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,120743.18,1100
Santa María del Mar,-12.178748896439176,-76.8582873158732,9,3.86,61,47.61,1,1,36,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,85540.54,2000
Pueblo Libre,-12.059544187379288,-76.96536682939983,8,0.62,253,241.76,6,4,24,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,369963.6,1600
Carabayllo,-11.982280668281227,-77.14290179365531,4,3.83,200,36.17,2,2,0,1,1,1,Alquiler Vacacional,0,Crédito Hipotecario,38938.45,800
San Luis,-12.20927328410367,-77.0099758035188,6,0.27,148,124.77,3,2,33,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,134834.68,1400
Chaclacayo,-11.91568445881376,-76.88575061933332,7,0.26,149,120.63,3,2,8,1,0,0,Residencial Media Densidad,0,Contado,101250.31,900
Pachacámac,-12.123943239802625,-77.05977618913468,6,1.26,120,0.0,0,0,0,2,0,1,Alquiler Vacacional,1,Crédito Hipotecario,56349.51,400
Independencia,-12.14016218654904,-77.01130402979628,4,4.16,201,148.59,4,2,13,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,113494.8,950
Lince,-11.953526406694989,-77.15107400602483,7,3.64,76,59.89,1,1,36,2,0,0,Residencial Media Densidad,0,Crédito Hipotecario,93886.99,1800
San Juan de Miraflores,-11.970617654614088,-76.9033471663779,4,2.11,295,224.06,6,4,18,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,194873.45,1000
Comas,-12.125051585857328,-77.05153151635947,4,4.98,242,213.22,6,4,21,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,158688.18,900
Chaclacayo,-12.033747427765519,-76.92836091559587,7,3.71,223,175.77,5,3,11,0,0,1,Residencial Media Densidad,0,Crédito Hipotecario,174133.85,900
Lince,-12.032613656558912,-76.90064134645237,7,4.67,128,108.09,3,2,13,1,0,0,Residencial Media Densidad,1,Contado,205634.63,1800
San Bartolo,-12.110369754619533,-76.95590493916666,7,3.59,175,160.74,4,2,36,1,0,0,Residencial Media Densidad,0,Contado,185645.17,1400
Barranco,-12.25035000917255,-76.87051771001076,8,2.87,263,231.37,6,4,12,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,593251.46,2500
Magdalena del Mar,-11.935151512629544,-77.11858104964755,8,0.51,118,90.29,2,1,15,0,0,1,Residencial Media Densidad,1,Contado,181025.24,1800
San Miguel,-12.141595966319455,-77.05673558087682,7,2.84,77,71.19,2,1,15,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,120935.15,1600
Lurín,-12.058214249567042,-76.85729257315239,5,0.83,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Contado,64789.87,500
Punta Hermosa,-11.81634470509553,-76.98427331364674,8,1.25,157,119.89,3,2,14,1,0,0,Residencial Media Densidad,1,Contado,227532.28,1800
Barranco,-12.105065662133619,-77.05266475631886,8,2.42,147,146.98,4,2,30,0,0,0,Residencial Alta Densidad,1,Contado,346220.77,2500
Lurín,-12.14650410039926,-77.0411699589839,5,4.58,500,0.0,0,0,0,1,1,1,Alquiler Vacacional,0,Contado,256466.65,500
Magdalena del Mar,-11.912633494586956,-77.09928636050722,8,3.81,298,254.41,7,4,25,2,0,0,Residencial Media Densidad,1,Contado,449565.21,1800
San Juan de Lurigancho,-11.905991576731948,-77.09758884452947,3,3.04,101,100.32,2,1,17,0,0,0,Residencial Media Densidad,1,Contado,64534.09,900
Chorrillos,-12.17200771877373,-77.04387526020633,5,2.48,223,165.19,4,2,10,1,0,1,Residencial Media Densidad,1,Contado,230013.92,1400
Surquillo,-12.22943821959259,-76.95703623969743,6,1.54,80,70.78,2,1,18,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,87219.98,1500
San Juan de Miraflores,-12.064101162964578,-76.99709940200457,4,3.57,223,161.43,4,2,34,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,110996.84,1000
Santiago de Surco,-11.914489458341691,-76.95132907956514,8,3.82,238,182.1,5,3,31,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,336187.46,1900
Santa Rosa,-12.030653041770885,-76.97815720695134,5,3.77,200,0.0,0,0,0,3,0,1,Alquiler Vacacional,0,Cuotas sin intereses,133734.13,600
Lurigancho-Chosica,-11.908939408718652,-76.90288980283304,6,0.13,237,166.48,4,2,33,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,114837.37,800
Santiago de Surco,-12.130621533204721,-77.00580200861259,8,4.62,113,99.99,2,1,32,1,0,0,Residencial Alta Densidad,1,Contado,157642.96,1900
Ancón,-12.057464794568162,-76.88398318691719,5,4.53,120,0.0,0,0,0,3,1,1,Residencial Baja Densidad,1,Crédito Hipotecario,78557.56,600
Independencia,-12.184392554707374,-76.97551464624425,4,0.83,201,148.96,4,2,33,2,0,0,Residencial Media Densidad,1,Contado,100061.36,950
Rímac,-12.123943965385187,-77.0568808248522,4,2.66,263,253.32,7,4,19,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,210611.49,1000
Puente Piedra,-12.173605802987847,-76.9129433691519,4,1.81,120,44.72,4,1,11,3,1,1,Alquiler Vacacional,0,Cuotas sin intereses,40657.07,850
Pucusana,-12.021652688128842,-77.01551975436121,5,1.76,76,72.08,2,1,32,2,0,0,Residencial Media Densidad,1,Contado,39061.64,700
San Isidro,-12.21423526095184,-76.9746056840243,9,0.22,135,108.31,3,2,22,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,295587.5,2600
San Borja,-12.12710126631137,-76.82500044195827,9,1.08,115,86.42,2,1,17,1,0,1,Residencial Alta Densidad,1,Contado,180712.74,2100
Villa El Salvador,-11.875590322214753,-77.15477869752125,4,3.92,120,29.51,1,2,7,2,1,1,Residencial Baja Densidad,0,Crédito Hipotecario,30759.88,800
San Martín de Porres,-12.184140218737541,-77.06413587915148,4,1.24,76,72.69,2,1,3,0,0,1,Residencial Media Densidad,1,Contado,72318.07,950
Chorrillos,-12.03545908736201,-77.0321402400068,5,2.08,298,249.31,7,4,28,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,270863.71,1400
Lince,-12.026846488701382,-76.90750800058063,7,3.48,57,47.73,1,1,1,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,93233.7,1800
Punta Hermosa,-11.920172396335536,-77.0217866581401,8,4.39,87,79.89,2,1,38,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,113641.06,1800
Ate,-12.022311416056999,-76.98507744374555,4,3.84,154,116.47,3,2,20,0,0,0,Residencial Media Densidad,1,Contado,95167.33,1100
Ancón,-11.907457648430624,-76.93609151575724,5,2.44,120,0.0,0,0,0,3,1,1,Alquiler Vacacional,1,Cuotas sin intereses,80083.62,600
Jesús María,-12.190304685935747,-76.92043062456295,8,2.76,98,78.34,2,1,7,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,133781.92,1700
Carabayllo,-12.101836502004412,-77.09948936470016,4,2.61,200,0.0,0,0,0,1,1,0,Alquiler Vacacional,1,Cuotas sin intereses,151680.87,800
Santa Anita,-12.068304317427542,-77.02474153810307,5,1.89,76,67.97,1,1,34,1,0,1,Residencial Media Densidad,0,Crédito Hipotecario,52466.77,1050
San Juan de Lurigancho,-11.973957906405868,-77.03473601347562,3,0.16,272,229.2,6,4,35,2,0,0,Residencial Media Densidad,1,Contado,130143.29,900
Comas,-12.279608228833041,-77.08789803464632,4,1.62,71,53.62,1,1,16,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,39285.55,900
Surquillo,-12.097337811185895,-77.00929686011968,6,3.06,269,237.65,6,4,18,0,0,0,Residencial Media Densidad,1,Contado,342376.96,1500
San Martín de Porres,-12.057249603439745,-77.11371511578344,4,0.58,289,237.81,6,4,14,2,0,1,Residencial Media Densidad,1,Contado,196897.48,950
Lurín,-12.159215072765335,-77.00476100652978,5,1.33,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,1,Cuotas sin intereses,71243.38,500
Lince,-12.058216058385792,-76.99187883174159,7,4.55,188,177.88,5,3,2,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,336746.49,1800
Barranco,-12.120981409727673,-77.00944588787036,8,3.97,189,149.17,4,2,20,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,363494.52,2500
Magdalena del Mar,-12.098857744765024,-76.92772976814753,8,2.8,102,79.15,2,1,13,0,0,0,Residencial Media Densidad,1,Contado,142766.13,1800
Pueblo Libre,-12.090442268329715,-77.17198927996189,8,1.82,109,95.26,2,1,23,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,157807.65,1600
San Juan de Miraflores,-11.960924068776746,-77.02220300725169,4,2.65,215,198.2,5,3,29,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,141953.18,1000
Pueblo Libre,-11.889022935519247,-76.89880500645123,8,3.87,117,88.96,2,1,19,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,132304.13,1600
Independencia,-12.240975536123665,-77.08784091983448,4,1.76,56,53.99,1,1,18,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,43884.25,950
Cieneguilla,-11.903839276368323,-77.01433297059283,7,3.91,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,0,Contado,57328.23,350
San Miguel,-12.029230055089338,-76.92017823440283,7,3.27,59,45.8,1,1,20,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,69507.62,1600
Santa María del Mar,-12.158646992179715,-76.85550857902713,9,4.11,293,279.6,7,4,23,0,0,1,Residencial Media Densidad,1,Crédito Hipotecario,578886.96,2000
Santiago de Surco,-11.985880699269956,-76.93089294590895,8,0.5,92,81.24,2,1,38,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,128451.94,1900
Magdalena del Mar,-12.137028210894893,-77.15057452578785,8,3.76,140,120.52,3,2,38,1,0,0,Residencial Media Densidad,1,Contado,196269.23,1800
San Martín de Porres,-12.064657105425956,-76.94648678869459,4,1.51,53,50.42,1,1,35,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,32096.98,950
Puente Piedra,-11.878412750987767,-77.11648933001864,4,2.43,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,0,Cuotas sin intereses,115259.36,850
San Martín de Porres,-12.014828770189332,-77.12964600881696,4,0.92,195,171.61,4,2,38,0,0,0,Residencial Media Densidad,1,Contado,103729.92,950
Puente Piedra,-11.933175625042148,-76.98137127917674,4,3.44,120,12.61,4,2,2,3,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,16956.84,850
San Bartolo,-11.956351586203505,-77.12677225770385,7,3.87,103,85.55,2,1,16,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,110480.73,1400
Lurigancho-Chosica,-11.88234302386781,-76.94515112615153,6,1.59,143,126.12,3,2,7,1,0,1,Residencial Media Densidad,1,Contado,103486.49,800
Lurigancho-Chosica,-12.126428526194053,-76.90643794145085,6,4.0,147,128.92,3,2,39,2,0,0,Residencial Media Densidad,0,Contado,75077.55,800
Ate,-12.10335895154938,-77.21062366200893,4,3.27,282,271.99,7,4,15,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,248037.76,1100
San Martín de Porres,-12.058722732150688,-76.91673424833779,4,2.12,233,202.09,5,3,5,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,183940.28,950
Lince,-12.070675366416154,-76.91353288755631,7,1.58,180,150.05,4,2,26,0,0,1,Residencial Media Densidad,0,Crédito Hipotecario,258354.16,1800
Surquillo,-12.151207481837673,-77.13714840885477,6,3.33,70,55.94,1,1,17,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,78587.07,1500
San Miguel,-11.89295179723163,-77.10527976275132,7,0.2,186,146.74,4,2,18,1,0,0,Residencial Media Densidad,1,Contado,227602.51,1600
San Juan de Miraflores,-11.961206874750394,-76.97386364789199,4,2.23,227,166.93,4,2,34,2,0,0,Residencial Media Densidad,1,Contado,122875.7,1000
Breña,-12.077783346893266,-77.19011795172403,5,3.3,65,50.41,1,1,25,1,0,0,Residencial Media Densidad,1,Contado,56155.28,1300
San Juan de Miraflores,-12.164053582920372,-77.02835918700849,4,1.67,247,233.94,6,4,32,2,0,1,Residencial Media Densidad,0,Crédito Hipotecario,156256.89,1000
La Victoria,-11.984173065563171,-77.11796885393137,3,0.38,288,213.66,6,4,5,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,223305.71,1200
Miraflores,-11.933179674420408,-77.14447179166913,9,4.47,283,215.79,6,4,0,0,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,591202.48,2400
Magdalena del Mar,-12.086341757111608,-77.12651560140954,8,1.52,186,149.63,4,2,27,0,0,1,Residencial Media Densidad,1,Contado,260407.53,1800
Cieneguilla,-12.177664023200071,-76.8497515280545,7,1.59,1000,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Cuotas sin intereses,407343.95,350
Chorrillos,-12.046093163514728,-76.92313181083688,5,4.73,293,289.43,8,5,26,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,302597.73,1400
Barranco,-12.18126368163104,-77.12723882547422,8,4.48,131,118.72,3,2,11,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,314991.97,2500
Los Olivos,-11.940560221931229,-76.9272257599471,5,2.61,160,156.86,4,2,14,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,159719.8,1100
San Juan de Miraflores,-12.103940603587452,-77.08168326009772,4,0.99,76,56.37,1,1,9,1,0,0,Residencial Media Densidad,0,Crédito Hipotecario,44684.73,1000
Jesús María,-12.134028751817059,-77.05875661325724,8,4.63,56,46.54,1,1,19,2,0,1,Residencial Media Densidad,1,Contado,75474.52,1700
Pachacámac,-12.05753832526855,-77.02952825053005,6,1.91,120,42.48,4,2,11,2,1,1,Alquiler Vacacional,1,Contado,25967.49,400
Pachacámac,-11.962137263535784,-77.13222549787929,6,1.23,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,1,Crédito Hipotecario,58505.16,400
San Borja,-12.03603639349185,-76.98391990315348,9,0.22,123,95.98,2,1,23,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,209044.99,2100
Santa María del Mar,-12.105838271794044,-77.0794503695949,9,0.91,200,176.63,5,3,24,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,375826.41,2000
Santa María del Mar,-12.211464200148688,-77.00885877039195,9,3.64,155,143.47,4,2,28,2,0,0,Residencial Media Densidad,1,Contado,270054.18,2000
Cieneguilla,-12.127626734918111,-76.93521989758706,7,1.38,200,65.15,2,1,12,2,1,0,Residencial Baja Densidad,1,Crédito Hipotecario,28706.45,350
Punta Negra,-12.17724097375613,-77.05056324424068,7,1.15,86,69.32,1,1,25,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,67467.46,1200
Punta Negra,-12.239319141289155,-77.03993053333355,7,1.87,192,180.85,5,3,19,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,212697.8,1200
San Luis,-11.936637079722107,-77.07213361424671,6,0.74,299,229.03,6,4,19,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,269130.72,1400
Miraflores,-11.973769435427176,-77.01619561898102,9,3.02,114,102.76,2,1,38,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,227961.36,2400
San Borja,-12.170012604320759,-77.09657232733026,9,1.35,80,62.99,1,1,15,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,155687.71,2100
San Juan de Miraflores,-12.000972152294045,-77.09341100512387,4,2.58,145,140.2,4,2,7,1,0,0,Residencial Media Densidad,0,Crédito Hipotecario,113450.28,1000
Rímac,-12.034256593970236,-76.9658335975484,4,4.0,108,81.57,2,1,37,0,0,1,Residencial Media Densidad,1,Contado,51205.13,1000
San Juan de Miraflores,-12.080120920654467,-76.94904005206163,4,0.73,56,54.15,1,1,20,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,45819.18,1000
Carabayllo,-12.216848932788794,-77.06212007381573,4,0.61,120,0.0,0,0,0,2,1,1,Alquiler Vacacional,1,Contado,104427.88,800
Lurín,-12.02381605269574,-76.85656168013521,5,1.91,120,0.0,0,0,0,2,1,1,Residencial Baja Densidad,0,Contado,62095.45,500
Breña,-12.13277682990957,-77.00984375764963,5,4.67,257,256.95,7,4,6,1,0,1,Residencial Media Densidad,1,Crédito Hipotecario,312944.5,1300
San Martín de Porres,-12.083626303218002,-76.91518832407309,4,3.1,142,123.08,3,2,37,2,0,0,Residencial Media Densidad,0,Contado,71160.2,950
Los Olivos,-11.895789388323184,-77.00114779071352,5,2.52,290,246.03,7,4,17,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,227354.21,1100
Rímac,-12.153316849587204,-76.96237003469595,4,4.46,90,75.79,2,1,39,0,0,1,Residencial Media Densidad,1,Contado,55043.65,1000
San Borja,-12.04108407675598,-77.04798122299796,9,2.13,221,190.21,5,3,9,2,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,415131.65,2100
San Bartolo,-11.975309547674343,-77.08844404020861,7,2.22,72,59.48,1,1,37,2,0,1,Residencial Media Densidad,1,Crédito Hipotecario,65640.49,1400
Chaclacayo,-12.153664088346723,-77.14746112913602,7,3.43,134,117.58,3,2,35,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,79102.5,900
San Martín de Porres,-12.068297627698074,-76.91472310603883,4,3.54,212,206.01,5,3,10,2,0,0,Residencial Media Densidad,1,Contado,172213.68,950
Surquillo,-12.152789909203236,-77.06185936079723,6,4.57,277,248.83,7,4,12,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,327058.36,1500
Santa Anita,-12.074644829735737,-76.94734939356006,5,3.55,77,58.4,1,1,16,1,0,0,Residencial Media Densidad,1,Crédito Hipotecario,50823.79,1050
Pueblo Libre,-12.019750199280548,-77.12478277042543,8,1.34,186,161.51,4,2,11,0,0,0,Residencial Media Densidad,1,Crédito Hipotecario,290980.25,1600
San Bartolo,-12.019251120214781,-76.97543220929181,7,1.36,164,145.04,4,2,8,2,0,0,Residencial Media Densidad,1,Crédito Hipotecario,213062.9,1400
San Isidro,-12.059741917751763,-77.05105257556423,9,4.4,260,253.57,7,4,16,1,0,0,Residencial Alta Densidad,1,Crédito Hipotecario,691934.65,2600
